id,title,published_at,source_name,category,civil_engineering_area,ai_technique,application_stage,keywords,summary
40eb6ed33f32731e11a35cee25092164,"Charlotte robot aims to build a 200 square meter home in 24 hours - Yanko Design",2025-10-01T07:00:00Z,"Google News - Construction Robotics",Construction,"Construction Management",Robotics,Construction,"[""construction robot"", ""automation"", ""robotics"", ""house building"", ""24 hour construction""]","The article discusses a robot named Charlotte that aims to build a 200 square meter home in 24 hours. This represents an application of robotics in automating the construction process."
36c980202dd81957ef0e5d39ff2a6c2c,"Potential For Airborne Construction Technologies: Flying Robots Unlock New Horizons In Construction - Eurasia Review",2025-04-28T07:00:00Z,"Google News - Construction Robotics",Construction,"Construction Management",Robotics,Construction,"[""airborne construction"", ""flying robots"", ""construction robots"", ""drones"", ""automation""]","The article discusses the potential of using flying robots in construction. This signifies a move towards automation and potentially AI-driven robotics in building and infrastructure projects."
4e7cd8b5a55272fc002aa509cf7343ee,"They helped make Waymo go. Now they're building AI-powered robots to solve America's labor crisis - Fast Company",2025-07-23T07:00:00Z,"Google News - Construction Robotics",Construction,"Construction Management",Robotics,Construction,"[""Robotics"", ""Automation"", ""Construction Labor"", ""AI"", ""Waymo""]","The article discusses how individuals involved in the Waymo self-driving car project are now applying their expertise in AI and robotics to develop robotic solutions for addressing the labor shortage in the construction industry. These AI-powered robots aim to automate construction tasks and alleviate the current labor crisis."
f372daa5aa44033b862e70b4dff89554,"ABB and Cosmic use AI-powered robots to rebuild Los Angeles homes destroyed by wildfires - Robotics & Automation News",2025-08-06T07:00:00Z,"Google News - Construction Robotics",Construction,"Construction Management",Robotics,Construction,"[""AI"", ""Robotics"", ""Construction"", ""Wildfire Rebuilding"", ""Home Construction""]","ABB and Cosmic are using AI-powered robots to rebuild homes destroyed by wildfires in Los Angeles. This involves robotic automation of construction tasks for faster and potentially more efficient rebuilding efforts."
6e47e31633b5eb8f50b3677b7fcc4c72,"Meet Concert, the robot that wants to revolutionize construction - Fast Company",2025-02-24T08:00:00Z,"Google News - Construction Robotics",Construction,"Construction Management",Robotics,Construction,"[""robotics"", ""construction robots"", ""automation"", ""Concert""]","The article introduces Concert, a robot aimed at transforming the construction industry. While the title suggests the robot uses advanced AI, more information would be needed to know the underlying technology, but robots by definition rely on AI, so we can assume it's at least using a control system."
5403f10b63aa5db72da1d95049bf2f1f,"PRESSR: Buildroid AI raises $2mln to launch 10x faster construction robots in the UAE, powered by Nvidia - TradingView — Track All Markets",2025-11-25T08:00:00Z,"Google News - Construction Robotics",Construction,"Construction Management",Robotics,Construction,"[""Construction Robots"", ""AI"", ""Automation"", ""UAE"", ""Nvidia""]","Buildroid AI raised $2 million to launch construction robots in the UAE, aiming for 10x faster construction speeds. The robots are powered by Nvidia, suggesting utilization of their processing power for AI-driven tasks."
bffa8fd0180ccf04109db6851a0ae60e,"The Rise of AI in Construction - Autodesk",2025-09-05T07:00:00Z,"Google News - BIM ML",Multiple,"Construction Management","Machine Learning",Multiple,"[""AI in Construction"", ""Autodesk"", ""Construction Technology""]","The article, titled ""The Rise of AI in Construction - Autodesk"", discusses the integration of AI in the construction industry. Given Autodesk's involvement, it is likely exploring various applications across the construction lifecycle."
dcd266b27d2ac0c7de5011782df96d3a,"Enhancing sustainable urban design using machine learning: comparative analysis of seven metaheuristic algorithms in energy-efficient digital architecture - Frontiers",2025-06-17T07:00:00Z,"Google News - BIM ML",Design,General,"Machine Learning",Planning/Design,"[""sustainable urban design"", ""machine learning"", ""metaheuristic algorithms"", ""energy-efficient architecture"", ""digital architecture""]","The article explores the application of machine learning, specifically metaheuristic algorithms, to enhance sustainable urban design. It focuses on optimizing energy efficiency in digital architecture through comparative analysis of different algorithms."
5d0207f6747a31e1e2ffedb14d08b4d8,"Construction cost prediction model for agricultural water conservancy engineering based on BIM and neural network - Nature",2025-07-07T07:00:00Z,"Google News - BIM ML","Cost Estimation","Construction Management","Machine Learning",Planning,"[""BIM"", ""Neural Network"", ""Construction Cost"", ""Agricultural Water Conservancy"", ""Prediction Model""]","The article discusses a construction cost prediction model for agricultural water conservancy engineering. It utilizes Building Information Modeling (BIM) and neural networks to predict construction costs."
41d57a7846768a77087537eea6d8ed71,"BIM and SHM Unite on a Massive Scale: Is This the Future of Bridge Safety? - AZoBuild",2025-04-15T07:00:00Z,"Google News - BIM ML",Monitoring,Structural,"Machine Learning",Operation/Maintenance,"[""BIM"", ""SHM"", ""Bridge Safety"", ""Structural Health Monitoring"", ""Digital Twin"", ""Machine Learning"", ""Sensor Data""]","The article discusses the integration of Building Information Modeling (BIM) and Structural Health Monitoring (SHM) for enhanced bridge safety. This approach utilizes machine learning to analyze sensor data collected from bridges, improving maintenance and operational efficiency."
d299df91c4d76532ffcca8165340a602,"Integrating Inverse Photogrammetry and a Deep Learning–Based Point Cloud Segmentation Approach for Automated Generation of BIM Models | Journal of Construction Engineering and Management | Vol 149, No 9 - ASCE Library",2023-06-22T07:00:00Z,"Google News - BIM ML",BIM,"Construction Management","Deep Learning",Construction,"[""Inverse Photogrammetry"", ""Deep Learning"", ""Point Cloud Segmentation"", ""BIM"", ""Automated Generation""]","This paper integrates inverse photogrammetry and deep learning-based point cloud segmentation for automatically generating BIM models. The application allows for the conversion of point cloud data into structured BIM elements using AI techniques."
0132f5f5f88404e90ce816621c7fd023,"The impact of machine learning on architectural design - parametric-architecture.com",2024-08-16T07:00:00Z,"Google News - BIM ML",Design,General,"Machine Learning",Design,"[""machine learning"", ""architectural design"", ""parametric design"", ""AI in architecture""]","The article discusses the impact of machine learning on architectural design. It likely explores how ML techniques are being used to enhance and transform the architectural design process."
03e8a9fcc1b5999e208e3b464845dfc5,"AI-Powered Scan-to-BIM is Transforming Architectural Design - Geo Week News",2024-12-20T08:00:00Z,"Google News - BIM ML",BIM,Surveying,"Machine Learning",Design,"[""Scan-to-BIM"", ""AI"", ""Architectural Design"", ""Point Cloud"", ""BIM""]","The article discusses the use of AI in Scan-to-BIM processes, implying the automation and improvement of converting point cloud data from laser scans into Building Information Models. This enables faster and more accurate model creation for architectural design projects."
6efdff88b3083bd3eaa07a3269cc18dd,"Deep learning based approaches from semantic point clouds to semantic BIM models for heritage digital twin - Nature",2024-02-21T08:00:00Z,"Google News - BIM ML",BIM,Surveying,"Deep Learning",Design/Construction,"[""Deep Learning"", ""Semantic Point Clouds"", ""BIM"", ""Heritage Digital Twin"", ""3D Modeling""]","This research explores the use of deep learning to convert semantic point clouds into semantic BIM models, specifically for creating digital twins of heritage sites. This allows for automated generation of BIM models from 3D scans."
843b4c89252bf4728530198fd535d5ce,"Machine Learning for Construction Safety - Geospatial World",2018-07-11T07:00:00Z,"Google News - BIM ML",Safety,"Construction Management","Machine Learning",Construction,"[""Construction Safety"", ""Machine Learning"", ""Geospatial Data""]","The article discusses the application of machine learning in construction safety. Given the title, it likely covers how machine learning techniques are used to improve safety practices and potentially utilize geospatial data within the construction environment."
b33ceea9a6990b1a7f72577d0c48fe3f,"SKEMA Propels Architects’ Workflows with Innovative AI - Architosh",2024-05-09T07:00:00Z,"Google News - BIM ML",Design,General,Other,Design,"[""AI"", ""architecture"", ""design workflows"", ""SKEMA""]","Based on the title, the article discusses how SKEMA is using AI to improve architectural design workflows. This suggests the implementation of AI in the design phase of architectural projects, which is relevant to civil engineering."
5c2bff9de4941358ce77ac9dfa8d9f9c,"Deep Learning–Based Scan-to-BIM Automation and Object Scope Expansion Using a Low-Cost 3D Scan Data - ASCE Library",2024-09-02T07:00:00Z,"Google News - BIM ML",BIM,"Construction Management","Deep Learning",Construction,"[""Scan-to-BIM"", ""Deep Learning"", ""3D Scan"", ""Automation"", ""Object Recognition""]","The article focuses on using deep learning to automate the Scan-to-BIM process, specifically expanding the scope of objects that can be identified from low-cost 3D scan data. This approach aims to improve the efficiency and accuracy of BIM modeling from point cloud data obtained during or after the construction phase."
d51f6d8d97cc38b3a46585f12e8c2a2e,"AI in construction: Benefits, challenges, and solutions - Autodesk",2024-05-01T05:39:24Z,"Google News - BIM ML","BIM/Cost Estimation/Scheduling/Safety/Quality Control/Design/Multiple","Construction Management/General","Machine Learning/Deep Learning/Computer Vision/Predictive Analytics",Planning/Design/Construction/Operation/Multiple,"[""AI in Construction"", ""Machine Learning"", ""Construction Technology"", ""Predictive Maintenance"", ""Autodesk""]","The article discusses the benefits, challenges, and solutions of implementing AI in various stages of construction, covering topics like BIM, cost estimation, scheduling, safety, and design. It highlights how AI, including machine learning and computer vision, can improve efficiency and reduce risks in construction projects."
1b20137fdeba740368596daeab106d31,"Around the AEC Industry: BIM, Artificial Intelligence, Digital Twins - Geo Week News",2024-08-30T07:00:00Z,"Google News - BIM ML",Multiple,General,Multiple,Multiple,"[""BIM"", ""Artificial Intelligence"", ""Digital Twins"", ""AEC Industry""]","The article discusses BIM, Artificial Intelligence and Digital Twins, which are technologies and methodologies applied to the AEC industry. It doesn't go into specifics about their applications but mentions the overall relevance of AI within the field."
9e7af9a69d707d893cdc0922a5725b55,"Using deep learning for enrichment of heritage BIM: Al Radwan house in historic Jeddah as a case study - Nature",2024-07-26T07:00:00Z,"Google News - BIM ML",BIM,"Construction Management","Deep Learning",Multiple,"[""heritage BIM"", ""deep learning"", ""historic preservation"", ""Jeddah"", ""Al Radwan house""]","The article discusses the use of deep learning for enriching heritage Building Information Models (BIM). It presents a case study of Al Radwan house in historic Jeddah, suggesting an application of AI in the context of historical building preservation and documentation."
8d5e28aee752c6bc7288496c69548469,"AI, automation, and sustainability drive the future of construction - Autodesk",2023-09-14T23:23:07Z,"Google News - BIM ML",Multiple,"Construction Management","Machine Learning",Multiple,"[""AI"", ""automation"", ""sustainability"", ""construction""]","The article highlights the role of AI, automation, and sustainability in shaping the future of the construction industry. It suggests that these technologies are driving change and innovation in the field."
b2705c30b9536a03b23805e164e13338,"Active learning-based machine learning approach for enhancing environmental sustainability in green building energy consumption - Nature",2024-08-27T07:00:00Z,"Google News - BIM ML",Other,Environmental,"Machine Learning",Operation,"[""active learning"", ""machine learning"", ""green building"", ""energy consumption"", ""environmental sustainability""]","The article focuses on using an active learning-based machine learning approach to improve environmental sustainability in green buildings by optimizing energy consumption. This involves leveraging AI to learn from building performance data and make informed decisions about energy usage."
af84d53e08ec52cbec31ccd07c446dc8,"Leverage Machine Learning to Reduce Risk with Construction IQ - Autodesk",2022-04-21T07:00:00Z,"Google News - BIM ML","Risk Management","Construction Management","Machine Learning",Construction,"[""Machine Learning"", ""Risk Reduction"", ""Construction IQ"", ""Autodesk"", ""Construction Risk""]","The article discusses using Autodesk's Construction IQ, which leverages machine learning, to reduce risks in construction projects. This likely involves analyzing project data to identify potential safety hazards, cost overruns, or schedule delays."
85869443fa29e3f312bb76f2a008e66b,"Six Ways BIM and AI May Reduce Construction Disputes - PHCPPros",2025-01-06T08:00:00Z,"Google News - BIM ML",BIM,"Construction Management","Predictive Analytics",Planning/Construction,"[""BIM"", ""AI"", ""Construction Disputes"", ""Risk Management"", ""Clash Detection""]","The article likely discusses how the integration of Building Information Modeling (BIM) and Artificial Intelligence (AI) can help minimize construction disputes by improving accuracy, communication, and risk assessment during the planning and construction phases. This is presumably achieved through AI-powered clash detection, predictive analysis of potential issues, and improved communication facilitated by intelligent BIM platforms."
d3e8882319d4307f226d979674b884f5,"Artificial Intelligence in Building Information Modeling (BIM) - ArchiExpo e-Magazine",2023-10-02T07:00:00Z,"Google News - BIM ML",BIM,"Construction Management","Machine Learning",Multiple,"[""Artificial Intelligence"", ""Building Information Modeling"", ""BIM"", ""AI"", ""Construction""]","The article discusses the application of Artificial Intelligence in Building Information Modeling (BIM). It highlights the use of AI/ML techniques across various stages of the building lifecycle, leveraging BIM data for enhanced decision-making and efficiency."
be4586dfc63cbc1102692efb79a1977e,"Estimate projects better with machine learning technology - AECOM",2020-03-27T07:34:21Z,"Google News - BIM ML","Cost Estimation","Construction Management","Machine Learning",Planning,"[""cost estimation"", ""machine learning"", ""project estimation"", ""AECOM""]","The article discusses using machine learning to improve project cost estimation. AECOM is using machine learning to estimate projects better."
315eac02e1ca9c0a78c4d0ae44f0941b,"AIA25: AI Ushers In ‘Clean Sheet’ Change in AEC - Architosh",2025-06-11T07:00:00Z,"Google News - BIM ML",Design,General,"Machine Learning",Planning/Design,"[""AI"", ""AEC"", ""Architecture"", ""Design"", ""BIM""]","The article discusses how AI is bringing significant changes to the Architecture, Engineering, and Construction (AEC) industry, particularly in the design phase. It suggests a fundamental shift in how designs are approached and created with the help of AI technologies."
aba8e2b806077ec369eb2ca1f9e42914,"Artificial Intelligence (AI): the coming tsunami - AEC Magazine",2022-10-24T07:00:00Z,"Google News - BIM ML",Multiple,General,"Machine Learning",Multiple,"[""Artificial Intelligence"", ""AI"", ""AEC"", ""Construction"", ""Machine Learning""]","The article discusses the potential impact of Artificial Intelligence (AI) on the Architecture, Engineering, and Construction (AEC) industry. It highlights the coming wave of AI technologies and their implications for various aspects of the industry."
b6b91cd2d1a9b4340dda70d76d17a7b0,"Autodesk unveils Forma, an AI-driven tool for generating and analyzing BIM models - Archinect",2023-05-08T07:00:00Z,"Google News - BIM ML",BIM,General,"Machine Learning",Planning/Design,"[""Autodesk"", ""Forma"", ""BIM"", ""AI"", ""Generative Design""]","Autodesk Forma is an AI-driven tool designed for generating and analyzing BIM models. This suggests the use of machine learning to aid in the planning and design phases of civil engineering projects."
4029359d8537e2c2c126510009520f50,"A graph-based explanatory model for room-based energy efficiency analysis based on BIM data - Frontiers",2023-09-12T07:00:00Z,"Google News - BIM ML",BIM,"Construction Management","Machine Learning",Design/Operation,"[""BIM"", ""Energy Efficiency"", ""Graph Neural Networks"", ""Explanatory Model"", ""Room-based Analysis""]","The article proposes a graph-based model leveraging BIM data to analyze room-based energy efficiency. It likely uses machine learning, possibly Graph Neural Networks, to identify relationships and provide explanations for energy performance."
e21b8b22e2417e06f50fe20a13a6175c,"Pudu Robotics Unveils PUDU D5 Series: Industry-Grade Autonomous Quadruped Robots Designed for Complex, Real-World Operations",2025-12-03T05:11:37Z,Devdiscourse,Construction,"Construction Management",Robotics,Construction/Operation,"[""autonomous robots"", ""quadruped robots"", ""construction sites"", ""inspection"", ""monitoring""]","The Pudu D5 Series robots are designed for complex outdoor environments, suggesting their potential use in construction sites for tasks like inspection and monitoring. These autonomous quadruped robots leverage AI-powered robotics for navigation and operation in unstructured environments."
cbcf28036f671bcccd036b4ff16a1934,"ARKANCE to Launch BIMLOGIQ - A New AI-Powered Extension to Its AEC Tech Stack Offering",2025-12-11T01:32:18Z,"The Manila Times",BIM,"Construction Management","Machine Learning",Multiple,"[""BIM"", ""AI"", ""AEC"", ""Workflow"", ""Digital Transformation""]","The article announces ARKANCE's partnership with BIMLOGIQ, an AI-powered extension designed to transform BIM workflows for architecture, engineering, and construction (AEC). It implies application of AI, specifically Machine Learning, for optimizing BIM processes across multiple project stages."
0d5fae7a68805cf7954bc149e765411a,"Unlimited Industries’ AI-Powered Construction Raises $12 Million Seed Round",2025-12-03T13:00:00Z,Forbes,Other,"Construction Management",AI,Multiple,"[""AI"", ""Construction"", ""Funding"", ""Unlimited Industries""]","The article discusses Unlimited Industries, a company utilizing AI in the construction industry, raising $12 million in seed funding. The funding round, led by Andreessen Horowitz and CIV, suggests increasing investor interest in AI applications within construction."
73d8e65cb76b107db7298574daa18376,"Trump Launches US AI Tech Force With Big Tech — Why Jobs and Power Are at Stake",2025-12-16T11:52:46Z,"International Business Times",Multiple,General,Multiple,Multiple,"[""AI"", ""Government"", ""Tech Force"", ""US"", ""Engineering""]","The article discusses the launch of the 'US Tech Force,' a government initiative to hire engineers to work on government projects. Given that the selection criteria emphasize AI-related skills, it's likely that some of these projects could involve AI/ML applications within Civil Engineering and Construction."
46a2adfc9d7548f5767529d48ee6c227,"'Magic balls' installed by drones could conquer US market thanks to game-changing performance: 'It's never been like this'",2025-12-18T00:30:00Z,"Yahoo Entertainment",Monitoring,General,"Machine Learning",Operation,"[""power grid"", ""drones"", ""monitoring"", ""Heimdall Power"", ""capacity optimization""]","The article discusses Heimdall Power's 'magic balls' installed by drones to monitor power grids, enabling dynamic line rating. This technology utilizes machine learning to optimize grid capacity by processing real-time data."
a38fa4a5ffa1ef58d14e1b8e8f90baa4,"Drone-blocking technology ‘urgently’ required at jails in England and Wales",2025-10-31T06:00:17Z,"The Guardian",Safety,"Construction Management","Computer Vision",Operation,"[""Drone Detection"", ""Security"", ""Prison"", ""Anti-Drone Technology"", ""SkyFence""]","The article discusses the need for drone-jamming technology, specifically SkyFence, at prisons in England and Wales to combat drug smuggling. SkyFence uses sensors, which often leverage computer vision, to detect and block drones from operating, thus enhancing prison security during the operational stage."
a0ed982853c941a32e1e5820f4f03b43,"Artificial intelligence in civil engineering",2012-01-01T00:00:00Z,"Google Scholar",Other,General,Other,Multiple,"[""artificial intelligence"", ""civil engineering"", ""technology""]","The article discusses the advances of artificial intelligence and its application in the field of civil engineering. It focuses on the use of AI technology in various civil engineering areas."
d2e0ec75b18df311ebd7ba7f8e5e9b76,"Review on application of artificial intelligence in civil engineering",2019-01-01T00:00:00Z,"Google Scholar",Other,General,"Machine Learning",Multiple,"[""artificial intelligence"", ""civil engineering"", ""intelligent algorithms"", ""big data""]","The article reviews the application and development of artificial intelligence in civil engineering. It covers intelligent algorithms and big data in recent years, suggesting a focus on AI/ML technologies."
8bdadd4394be75fa28c60577c00867cd,"Influence of artificial intelligence in civil engineering toward sustainable development—a systematic literature review",2021-01-01T00:00:00Z,"Google Scholar",Other,General,Other,Multiple,"[""artificial intelligence"", ""civil engineering"", ""sustainable development""]","The article discusses the influence of artificial intelligence in civil engineering, specifically focusing on its role in promoting sustainable development. It highlights interconnectivity, functionality, unpredictability, and individuality as key aspects of civil engineering related to sustainability."
65ebe530c8e43e62127c6620d14066a3,"Artificial intelligence (AI) applied in civil engineering",2022-01-01T00:00:00Z,"Google Scholar",Other,General,"Machine Learning",Multiple,"[""Artificial Intelligence"", ""Civil Engineering"", ""Structural Engineering""]","The article discusses the application of AI methodologies in various engineering fields, including civil and structural engineering. It indicates that AI has yielded impressive results in these areas."
fe53fc40c2c03de064ded8a596838b1f,"Artificial intelligence applications in civil engineering",2019-01-01T00:00:00Z,"Google Scholar",Design/Materials/Other,Materials/Hydraulic/General,"Machine Learning",Design/Multiple,"[""ANN"", ""fuzzy system"", ""expert system"", ""swarm intelligence"", ""coastal engineering"", ""ocean engineering""]","The article discusses the use of AI techniques such as ANN, fuzzy systems, expert systems, and swarm intelligence in various civil engineering domains. It specifically mentions applications in coastal and ocean engineering and materials science."
176400bcee9a76075229280d159b955b,"Typical advances of artificial intelligence in civil engineering",2022-01-01T00:00:00Z,"Google Scholar",Other,General,"Machine Learning",Multiple,"[""artificial intelligence"", ""civil engineering"", ""machine learning"", ""algorithms""]","The article discusses the application of artificial intelligence, specifically machine learning, to enhance classical civil engineering practices. It highlights the use of AI to provide advanced mathematical frameworks and algorithms for further innovation and vitality."
0d3fe2996370d3a75165e9897f7eea58,"Advancements and challenges in the application of artificial intelligence in civil engineering: a comprehensive review",2024-01-01T00:00:00Z,"Google Scholar",Other,General,"Machine Learning",Multiple,"[""Artificial Intelligence"", ""Civil Engineering"", ""Challenges"", ""Integration""]","The article reviews the application of AI in civil engineering, including the current state of knowledge and identified challenges. It focuses on the integration of AI into various civil engineering applications."
72b32c9a3a8bf28e948519fc5a8df334,"An approach-driven: Use of artificial intelligence and its applications in civil engineering",2021-01-01T00:00:00Z,"Google Scholar",Other,General,"Machine Learning",Multiple,"[""artificial intelligence"", ""machine learning"", ""civil engineering""]","The article discusses the use of artificial intelligence, specifically machine learning, in civil engineering. It covers different aspects/fields within the civil engineering domain."
1a72fc4837da1fdb9ef47b4bcd24dedb,"The role of artificial intelligence and machine learning in advancing civil engineering: A comprehensive review",2025-01-01T00:00:00Z,"Google Scholar",Multiple,"Structural/Geotechnical/Construction Management/General","Machine Learning/Artificial Intelligence",Multiple,"[""Artificial Intelligence"", ""Machine Learning"", ""Civil Engineering"", ""Geotechnical Engineering"", ""Structural Engineering""]","The article is a comprehensive review of the application of machine learning techniques in civil engineering. It covers various sub-disciplines including geotechnical and structural engineering using AI and ML."
cbfecaadd5b0a17bc3415f91acd6fcd8,"Artificial intelligence-driven predictive modeling in civil engineering: a comprehensive review",2025-01-01T00:00:00Z,"Google Scholar","Predictive Modeling",Structural/Geotechnical/Materials/General,"Machine Learning/Deep Learning/Predictive Analytics",Multiple,"[""Artificial Intelligence"", ""Civil Engineering"", ""Predictive Modeling"", ""Concrete Strength"", ""Structural Health Monitoring"", ""Geotechnical Engineering""]","The article is a comprehensive review of the application of Artificial Intelligence in Civil Engineering. It focuses on predictive modeling across various domains such as concrete strength prediction, structural health monitoring, and geotechnical engineering."
9d4adbac130ef513e6196c2f9da9d672,"Safety management of civil engineering construction based on artificial intelligence and machine vision technology",2021-01-01T00:00:00Z,"Google Scholar",Safety,"Construction Management","Computer Vision",Construction,"[""safety management"", ""artificial intelligence"", ""machine vision"", ""civil engineering construction""]","The article discusses the use of artificial intelligence and machine vision technology for the safety management of civil engineering structures. It specifically focuses on using AI machine vision to manage safety during construction."
afd583e15f0241095a20d35962164031,"Applications of artificial neural networks and machine learning in civil engineering",2024-01-01T00:00:00Z,"Google Scholar",Other,General,"Artificial Intelligence",Multiple,"[""artificial intelligence"", ""machine learning"", ""civil engineering""]","The article discusses the application of artificial intelligence in civil engineering. It highlights the transformative element AI introduces and its ability to learn and make decisions."
21693301301e5dbccd70fc47053a5a2f,"Artificial intelligence as a tool in civil engineering-a review",2017-01-01T00:00:00Z,"Google Scholar",Multiple,General,"Machine Learning",Multiple,"[""Artificial Intelligence"", ""Civil Engineering"", ""Construction Management""]","The article discusses the application of artificial intelligence in various areas of civil engineering. It highlights AI's role in constructing, maintaining, and managing different aspects of civil engineering projects."
4e48aadaee8bf35338d06cb960aed38f,"The application of artificial intelligence and machine learning in civil engineering",2025-01-01T00:00:00Z,"Google Scholar",Monitoring,Structural,"Machine Learning",Operation/Maintenance,"[""Artificial Intelligence"", ""Machine Learning"", ""Structural Health Monitoring""]","The article discusses the application of AI and ML in civil engineering, specifically in structural health supervision. This suggests a focus on using these technologies for monitoring and maintaining the structural integrity of civil infrastructure."
6bd5c09f00bd271cd733e304bed997ed,"Artificial intelligence and machine learning techniques for civil engineering",2023-01-01T00:00:00Z,"Google Scholar",Other,General,"Machine Learning",Multiple,"[""artificial intelligence"", ""machine learning"", ""civil engineering""]","The chapter aims to demonstrate the application of artificial intelligence and machine learning in civil engineering. It addresses the challenges engineers face in implementing these techniques."
4ec52339719e973086167ef0e7e73d00,"The framework of combining artificial intelligence and construction 3D printing in civil engineering",2018-01-01T00:00:00Z,"Google Scholar",Construction,"Construction Management",Robotics,Construction,"[""AI"", ""Construction 3D Printing"", ""Civil Engineering"", ""Automation"", ""Robotics""]","The article discusses the combination of AI and construction 3D printing in civil engineering to address industry immaturity. It explores how AI can enhance construction automation through 3D printing."
adfd25c006efab54c1f2d97746e7dffc,"Progress and obstacles in the use of artificial intelligence in civil engineering: An in-depth review",2024-01-01T00:00:00Z,"Google Scholar",Other,General,Other,Multiple,"[""artificial intelligence"", ""civil engineering"", ""AI integration""]","The article reviews the progress and obstacles of using artificial intelligence in civil engineering. It discusses AI integration into the field and suggests future research directions to improve this integration."
aca3467ead18bba0adf069a2c8b4f14d,"Application of developed new artificial intelligence approaches in civil engineering for ultimate pile bearing capacity prediction in soil based on experimental datasets",2020-01-01T00:00:00Z,"Google Scholar",Design,Geotechnical,"Machine Learning",Design,"[""neural-fuzzy system"", ""GMDH"", ""pile bearing capacity"", ""axial bearing capacity"", ""driven piles""]","This study focuses on predicting the axial bearing capacity of driven piles using a combination of a neural-fuzzy system and the group method of data handling (GMDH). This AI-based approach aims to improve the estimation of pile bearing capacity in soil based on experimental datasets."
44d90b9a28980035f43356051f0f248b,"Estimating the artificial intelligence learning efficiency for civil engineer education: A case study in Taiwan",2021-01-01T00:00:00Z,"Google Scholar",Other,General,"Machine Learning",Multiple,"[""AI Education"", ""Civil Engineering Education"", ""Learning Efficiency"", ""Teaching Practice""]","The article discusses the learning efficiency of artificial intelligence courses for civil engineering students in Taiwan. It highlights the importance of effective teaching practices for this specific group."
3e76e49f60bab51443bf5b72f3b2e786,"Applications of artificial intelligence and machine learning in civil engineering: a review",2024-01-01T00:00:00Z,"Google Scholar",Multiple,General,"Machine Learning",Multiple,"[""Artificial Intelligence"", ""Machine Learning"", ""Civil Engineering""]","The article reviews the applications of AI and ML in civil engineering. It highlights the different ways these technologies are being used within the field."
043173a77a5ed6688075ae6b36ea015d,"Machine learning in construction: From shallow to deep learning",2021-01-01T00:00:00Z,"Google Scholar",Construction,"Construction Management","Machine Learning",Multiple,"[""Machine Learning"", ""Deep Learning"", ""Construction"", ""Construction Site""]","The article reviews the history of machine learning development, from shallow to deep learning, and its applications in the construction industry. It focuses on the use of these techniques in the complex environment of construction sites."
8113a7d793fd6a149999e969fd8da7e2,"Application of machine learning to construction injury prediction",2016-01-01T00:00:00Z,"Google Scholar",Safety,"Construction Management","Machine Learning",Planning/Construction,"[""construction safety"", ""injury prediction"", ""machine learning""]","The article discusses the application of machine learning to predict construction injuries. This aims to improve safety-related decisions in the construction industry under conditions of uncertainty."
b63b20ebb16147ab4abf684707a38e7a,"Machine learning algorithms for construction projects delay risk prediction",2020-01-01T00:00:00Z,"Google Scholar",Scheduling,"Construction Management","Machine Learning",Planning,"[""delay risk prediction"", ""machine learning"", ""construction projects""]","The article discusses the application of machine learning algorithms to predict delay risks in construction projects. It highlights the early stage of AI adoption in the construction sector and focuses on the goal of developing machine learning models for delay prediction."
b7065c91b63aea3c6b860dfc98e845fc,"Machine learning in construction and demolition waste management: Progress, challenges, and future directions",2024-01-01T00:00:00Z,"Google Scholar",Other,"Construction Management","Machine Learning",Multiple,"[""waste management"", ""construction"", ""demolition"", ""machine learning""]","The article analyzes the application of machine learning in construction and demolition waste management. It identifies four main areas and 15 subfields where machine learning is applied within the construction domain for waste management."
0bbc9e91dee7ac5d1c5909ae1a25e907,"Research trends on machine learning in construction management: A scientometric analysis",2021-01-01T00:00:00Z,"Google Scholar","Construction Management","Construction Management","Machine Learning",Multiple,"[""machine learning"", ""construction management"", ""scientometric analysis""]","This article analyzes research trends on the application of machine learning in construction management. It considers 161 studies to identify areas where machine learning techniques have been applied."
4f1e674d66b8dc370a468b9b6a4b7bfa,"Guidelines for applied machine learning in construction industry—A case of profit margins estimation",2020-01-01T00:00:00Z,"Google Scholar","Cost Estimation","Construction Management","Machine Learning",Planning,"[""machine learning"", ""construction"", ""profit margins""]","The article discusses the application of machine learning in the construction industry, specifically focusing on profit margin estimation. It mentions a construction simulation tool that leverages intelligent solutions."
6ae3f209c8cdefeb06e159735ab7ee20,"Machine learning assisted evaluations in structural design and construction",2020-01-01T00:00:00Z,"Google Scholar",Design,Structural,"Machine Learning",Design/Construction/Multiple,"[""structural design"", ""construction"", ""machine learning"", ""structural performance"", ""construction constraints""]","The article discusses using machine learning to accelerate structural design and construction processes. It aims to improve both structural performance and address construction constraints through an iterative ML algorithm."
d0ff52004e1a526627cf4a0b46c7782f,"Safety leading indicators for construction sites: A machine learning approach",2018-01-01T00:00:00Z,"Google Scholar",Safety,"Construction Management","Machine Learning",Construction,"[""safety"", ""leading indicators"", ""construction sites"", ""machine learning"", ""risk management""]","The article discusses the application of machine learning to improve safety on construction sites. It focuses on using ML to analyze leading indicators to proactively prevent accidents and enhance safety management."
